datetime,humidity,pressure,temperature,wind_direction,wind_speed,weather_condition,city,country,latitude,longitude
2012-11-19 00:00:00,78.0,1012.0,296.15,0.0,0.0,cloudy,Eilat,Israel,29.55805,34.948212
2012-11-24 20:00:00,64.0,1015.0,293.15,360.0,3.0,cloudy,Eilat,Israel,29.55805,34.948212
2012-11-25 12:00:00,36.0,1014.0,298.03,30.0,5.0,cloudy,Eilat,Israel,29.55805,34.948212
2012-11-26 10:00:00,36.0,1013.0,297.91,40.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2012-12-01 15:00:00,36.0,1016.0,297.15,350.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2012-12-02 15:00:00,35.0,964.0,291.63,74.0,0.0,cloudy,Eilat,Israel,29.55805,34.948212
2012-12-06 09:00:00,46.0,1010.0,294.38,50.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2012-12-06 10:00:00,60.0,1019.0,291.6555,175.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2012-12-09 11:00:00,43.0,964.0,288.78,7.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2012-12-09 16:00:00,43.0,963.0,287.91,359.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2012-12-12 05:00:00,50.0,1018.0,287.15,20.0,2.0,foggy,Eilat,Israel,29.55805,34.948212
2012-12-13 04:00:00,81.0,1025.0,282.13,177.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2012-12-16 06:00:00,62.0,1020.0,288.03,30.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2012-12-17 22:00:00,62.0,992.0,284.005,31.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2012-12-18 20:00:00,77.0,1025.0,282.4015,168.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2012-12-20 17:00:00,35.0,1013.0,292.16,240.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2012-12-21 15:00:00,30.0,1010.0,294.03,280.0,4.0,foggy,Eilat,Israel,29.55805,34.948212
2012-12-22 17:00:00,42.0,1014.0,291.15,0.0,0.0,sunny,Eilat,Israel,29.55805,34.948212
2012-12-23 08:00:00,79.0,1024.0,285.0285,149.0,0.0,sunny,Eilat,Israel,29.55805,34.948212
2013-01-02 22:00:00,100.0,1021.0,281.15,0.0,0.0,sunny,Eilat,Israel,29.55805,34.948212
2013-01-08 20:00:00,82.0,1021.0,285.901,118.0,3.0,cloudy,Eilat,Israel,29.55805,34.948212
2013-01-17 06:00:00,32.0,967.0,283.28,98.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-01-18 13:00:00,20.0,1015.0,298.03,20.0,7.0,foggy,Eilat,Israel,29.55805,34.948212
2013-01-19 14:00:00,29.0,1011.0,296.58,20.0,7.0,foggy,Eilat,Israel,29.55805,34.948212
2013-01-20 01:00:00,58.0,988.0,286.025,109.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2013-01-20 07:00:00,54.0,1017.0,288.15,40.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-01-25 23:00:00,30.0,1015.0,288.15,0.0,0.0,cloudy,Eilat,Israel,29.55805,34.948212
2013-01-27 06:00:00,58.0,1017.0,289.8505,98.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2013-01-28 05:00:00,55.0,1014.0,290.16,40.0,3.0,foggy,Eilat,Israel,29.55805,34.948212
2013-01-29 02:00:00,49.0,959.0,285.5,105.0,0.0,cloudy,Eilat,Israel,29.55805,34.948212
2013-01-31 07:00:00,81.0,1019.0,282.612,309.0,2.0,rainy,Eilat,Israel,29.55805,34.948212
2013-02-05 19:00:00,46.0,1017.0,289.825,40.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2013-02-08 03:00:00,76.0,1018.0,285.15,110.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2013-02-10 02:00:00,49.0,963.0,283.6,4.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2013-02-10 04:00:00,71.0,1015.0,286.15,20.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2013-02-12 11:00:00,35.0,1015.0,291.05,190.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-03-01 11:00:00,19.0,1015.0,300.03,30.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-03-01 18:00:00,32.0,1016.0,294.65,190.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-03-02 04:00:00,67.0,1017.0,288.68,340.0,5.0,cloudy,Eilat,Israel,29.55805,34.948212
2013-03-04 04:00:00,54.0,1012.0,288.15,0.0,1.0,cloudy,Eilat,Israel,29.55805,34.948212
2013-03-04 16:00:00,50.0,1017.0,295.752,269.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-03-05 04:00:00,59.0,1014.0,292.03,20.0,5.0,foggy,Eilat,Israel,29.55805,34.948212
2013-03-10 15:00:00,21.0,1012.0,298.303333333,353.0,5.0,sunny,Eilat,Israel,29.55805,34.948212
2013-03-10 23:00:00,45.0,1017.0,282.15,0.0,0.0,sunny,Eilat,Israel,29.55805,34.948212
2013-03-13 23:00:00,19.0,1017.0,293.15,0.0,0.0,sunny,Eilat,Israel,29.55805,34.948212
2013-03-14 08:00:00,32.0,1013.0,300.48,140.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2013-03-17 15:00:00,34.0,1010.0,298.21,190.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-03-20 15:00:00,21.0,1008.0,298.87,20.0,9.0,sunny,Eilat,Israel,29.55805,34.948212
2013-03-21 06:00:00,50.0,1012.0,290.15,190.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-04-01 06:00:00,27.0,1012.0,296.03,30.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2013-04-02 05:00:00,30.0,1013.0,300.68,230.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-04-05 02:00:00,15.0,1009.0,293.15,360.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-04-05 09:00:00,31.0,1013.0,298.03,350.0,4.0,foggy,Eilat,Israel,29.55805,34.948212
2013-04-06 14:00:00,22.0,1013.0,299.03,360.0,6.0,cloudy,Eilat,Israel,29.55805,34.948212
2013-04-11 10:00:00,24.0,1014.0,298.91,30.0,5.0,sunny,Eilat,Israel,29.55805,34.948212
2013-04-12 03:00:00,62.0,1014.0,288.15,40.0,5.0,sunny,Eilat,Israel,29.55805,34.948212
2013-04-15 08:00:00,47.0,1018.0,295.87,30.0,10.0,sunny,Eilat,Israel,29.55805,34.948212
2013-04-16 13:00:00,14.0,1008.0,304.2,40.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-04-19 14:00:00,20.0,1009.0,300.75,160.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2013-04-20 20:00:00,43.0,1012.0,292.05,350.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-04-24 22:00:00,50.0,1020.0,286.15,340.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-04-26 14:00:00,9.0,1010.0,306.35,20.0,10.0,sunny,Eilat,Israel,29.55805,34.948212
2013-04-27 12:00:00,7.0,1006.0,310.03,360.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-05-03 12:00:00,10.0,1005.0,311.15,0.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2013-05-14 01:00:00,71.0,1016.0,287.15,0.0,0.0,sunny,Eilat,Israel,29.55805,34.948212
2013-05-16 18:00:00,26.0,1012.0,300.15,360.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2013-05-17 17:00:00,20.0,1012.0,302.3,360.0,5.0,sunny,Eilat,Israel,29.55805,34.948212
2013-05-19 02:00:00,55.0,1018.0,292.15,340.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-05-20 07:00:00,27.0,1012.0,304.82,30.0,10.0,sunny,Eilat,Israel,29.55805,34.948212
2013-05-25 22:00:00,33.0,1016.0,297.15,290.0,5.0,sunny,Eilat,Israel,29.55805,34.948212
2013-05-28 16:00:00,18.0,1013.0,305.15,330.0,5.0,sunny,Eilat,Israel,29.55805,34.948212
2013-06-11 09:00:00,22.0,1010.0,303.17,20.0,7.0,foggy,Eilat,Israel,29.55805,34.948212
2013-06-29 03:00:00,44.0,1007.0,300.15,40.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-06-29 07:00:00,29.0,1007.0,306.15,40.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-09 23:00:00,73.0,1014.0,294.15,310.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-11 08:00:00,36.0,1005.0,306.15,40.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-11 22:00:00,70.0,951.0,296.202,331.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-13 15:00:00,22.0,1004.0,311.15,360.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-14 14:00:00,17.0,1002.0,310.19,40.0,9.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-14 15:00:00,18.0,1002.0,309.91,30.0,8.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-15 13:00:00,42.0,1017.0,305.398,347.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-16 01:00:00,85.0,951.0,293.568,314.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-17 03:00:00,32.0,1007.0,302.15,60.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-18 10:00:00,28.0,1007.0,309.15,40.0,9.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-19 12:00:00,18.0,1005.0,310.15,50.0,8.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-24 15:00:00,13.0,1001.0,310.17,40.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-27 20:00:00,33.0,1003.0,301.53,350.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-28 16:00:00,11.0,1002.0,310.51,350.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-07-31 13:00:00,15.0,1004.0,312.15,200.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-08-02 23:00:00,62.0,940.0,286.874,317.0,0.0,sunny,Eilat,Israel,29.55805,34.948212
2013-08-04 08:00:00,14.0,1008.0,311.15,60.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-08-05 19:00:00,36.0,1006.0,303.8,20.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-08-08 00:00:00,33.0,1005.0,299.53,350.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-08-14 12:00:00,23.0,1005.0,308.08,10.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-08-18 20:00:00,20.0,1006.0,308.15,20.0,5.0,sunny,Eilat,Israel,29.55805,34.948212
2013-08-19 09:00:00,17.0,1006.0,311.15,40.0,8.0,sunny,Eilat,Israel,29.55805,34.948212
2013-09-04 09:00:00,54.0,1015.0,303.1775,166.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-09-07 00:00:00,44.0,1011.0,296.53,360.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-09-09 09:00:00,20.0,1009.0,308.15,60.0,8.0,sunny,Eilat,Israel,29.55805,34.948212
2013-09-11 05:00:00,31.0,1011.0,301.65,45.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-09-20 15:00:00,22.0,976.0,307.9835,156.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-09-21 01:00:00,93.0,945.0,289.437,315.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2013-09-22 17:00:00,55.0,1023.0,300.449333333,332.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-09-26 23:00:00,81.0,945.0,286.57,17.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2013-09-29 19:00:00,17.0,1011.0,297.8,40.0,5.0,sunny,Eilat,Israel,29.55805,34.948212
2013-10-06 12:00:00,44.0,1013.0,302.15,40.0,8.0,sunny,Eilat,Israel,29.55805,34.948212
2013-10-07 11:00:00,42.0,1016.0,301.15,40.0,9.0,sunny,Eilat,Israel,29.55805,34.948212
2013-10-07 12:00:00,42.0,1016.0,301.15,20.0,11.0,sunny,Eilat,Israel,29.55805,34.948212
2013-10-09 06:00:00,52.0,1015.0,295.86,50.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-10-10 11:00:00,32.0,1013.0,309.15,40.0,7.0,sunny,Eilat,Israel,29.55805,34.948212
2013-10-11 22:00:00,68.0,948.0,285.94,5.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2013-10-11 23:00:00,76.0,948.0,284.218,7.0,0.0,sunny,Eilat,Israel,29.55805,34.948212
2013-10-15 11:00:00,41.0,1020.0,301.3215,30.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-10-19 08:00:00,58.0,984.0,298.3535,175.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-10-20 18:00:00,67.0,1017.0,297.15,40.0,7.0,sunny,Eilat,Israel,29.55805,34.948212
2013-10-28 13:00:00,60.0,1026.0,295.96,125.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2013-11-07 08:00:00,28.0,1012.0,297.97,200.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2013-11-07 11:00:00,28.0,1009.0,303.15,210.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2013-11-10 15:00:00,34.0,1011.0,301.15,30.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-11-12 19:00:00,47.0,1014.0,297.15,30.0,5.0,sunny,Eilat,Israel,29.55805,34.948212
2013-11-20 23:00:00,81.0,1020.0,283.15,72.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2013-11-24 07:00:00,49.0,1017.0,296.15,50.0,5.0,sunny,Eilat,Israel,29.55805,34.948212
2013-11-25 14:00:00,36.0,1013.0,299.51,0.0,0.0,sunny,Eilat,Israel,29.55805,34.948212
2013-11-28 04:00:00,30.0,1018.0,291.82,70.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-11-29 07:00:00,56.0,1018.0,291.43,50.0,6.0,foggy,Eilat,Israel,29.55805,34.948212
2013-11-30 04:00:00,67.0,1019.0,287.65,40.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-12-01 11:00:00,22.0,1016.0,302.88,60.0,4.0,foggy,Eilat,Israel,29.55805,34.948212
2013-12-02 18:00:00,52.0,1017.0,294.79,0.0,0.0,sunny,Eilat,Israel,29.55805,34.948212
2013-12-03 23:00:00,89.0,951.0,280.368,72.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2013-12-04 10:00:00,47.0,1012.0,300.15,50.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2013-12-04 12:00:00,44.0,1011.0,300.15,60.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-12-05 22:00:00,94.0,990.0,282.426,183.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2013-12-09 06:00:00,45.0,1024.0,290.88,40.0,4.0,cloudy,Eilat,Israel,29.55805,34.948212
2013-12-10 06:00:00,54.0,1022.0,285.24,50.0,8.0,sunny,Eilat,Israel,29.55805,34.948212
2013-12-17 19:00:00,89.0,1021.0,285.79,50.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2013-12-19 03:00:00,89.0,951.0,280.368,72.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2013-12-21 16:00:00,89.0,1026.0,288.51,40.0,5.0,sunny,Eilat,Israel,29.55805,34.948212
2013-12-23 02:00:00,89.0,951.0,280.368,72.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2013-12-24 14:00:00,8.0,1023.0,294.15,110.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2014-01-02 01:00:00,89.0,951.0,280.368,72.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-01-03 13:00:00,37.0,1017.0,293.51,40.0,8.0,foggy,Eilat,Israel,29.55805,34.948212
2014-01-10 03:00:00,81.0,1018.0,285.15,50.0,4.0,rainy,Eilat,Israel,29.55805,34.948212
2014-01-16 00:00:00,89.0,951.0,280.368,72.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-01-16 14:00:00,57.0,1022.0,293.905,78.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2014-01-20 01:00:00,89.0,951.0,280.368,72.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-01-21 02:00:00,89.0,951.0,280.368,72.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-01-22 22:00:00,89.0,951.0,280.368,72.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-01-25 23:00:00,89.0,951.0,280.368,72.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-01-27 03:00:00,100.0,1021.0,285.6135,263.0,1.0,rainy,Eilat,Israel,29.55805,34.948212
2014-01-31 14:00:00,82.0,1030.0,290.199333333,29.0,1.0,cloudy,Eilat,Israel,29.55805,34.948212
2014-02-06 19:00:00,100.0,1031.0,280.354333333,234.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-02-08 18:00:00,99.0,1035.0,282.2835,20.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-02-09 19:00:00,100.0,1037.0,280.321,35.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-02-10 07:00:00,98.0,1036.0,278.659930115,18.0,1.0,rainy,Eilat,Israel,29.55805,34.948212
2014-02-10 14:00:00,97.0,1035.0,279.08086023,18.0,2.0,rainy,Eilat,Israel,29.55805,34.948212
2014-02-12 08:00:00,90.0,1031.0,281.60644092,15.0,2.0,rainy,Eilat,Israel,29.55805,34.948212
2014-02-13 08:00:00,86.0,1028.0,283.049629885,14.0,2.0,rainy,Eilat,Israel,29.55805,34.948212
2014-02-13 14:00:00,85.0,1028.0,283.410427127,14.0,2.0,rainy,Eilat,Israel,29.55805,34.948212
2014-02-14 04:00:00,83.0,1026.0,284.252287357,13.0,2.0,rainy,Eilat,Israel,29.55805,34.948212
2014-02-14 21:00:00,80.0,1025.0,285.274546207,12.0,2.0,rainy,Eilat,Israel,29.55805,34.948212
2014-02-16 04:00:00,74.0,1021.0,287.138665288,10.0,2.0,rainy,Eilat,Israel,29.55805,34.948212
2014-02-20 08:00:00,34.0,1022.0,293.72,96.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-02-20 21:00:00,36.0,1019.0,291.5,50.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2014-02-21 23:00:00,96.0,958.0,285.354,170.0,0.0,sunny,Eilat,Israel,29.55805,34.948212
2014-02-23 05:00:00,100.0,1029.0,285.113666667,334.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-02-28 08:00:00,90.0,1032.0,286.187,145.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-03-01 18:00:00,72.0,1025.0,289.6525,141.0,1.0,cloudy,Eilat,Israel,29.55805,34.948212
2014-03-01 20:00:00,83.0,1025.0,286.859,143.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-03-02 01:00:00,86.0,1023.0,285.954,156.0,2.0,cloudy,Eilat,Israel,29.55805,34.948212
2014-03-02 04:00:00,71.0,1023.0,287.904,159.0,2.0,cloudy,Eilat,Israel,29.55805,34.948212
2014-03-02 08:00:00,70.0,1024.0,293.061333333,170.0,2.0,cloudy,Eilat,Israel,29.55805,34.948212
2014-03-09 08:00:00,75.0,1023.0,291.994333333,246.0,1.0,cloudy,Eilat,Israel,29.55805,34.948212
2014-03-09 10:00:00,73.0,1023.0,292.979666667,209.0,2.0,cloudy,Eilat,Israel,29.55805,34.948212
2014-03-09 13:00:00,77.0,1023.0,292.552,208.0,2.0,rainy,Eilat,Israel,29.55805,34.948212
2014-03-13 23:00:00,100.0,1028.0,283.658,270.0,2.0,rainy,Eilat,Israel,29.55805,34.948212
2014-03-14 19:00:00,100.0,1032.0,281.375333333,342.0,2.0,rainy,Eilat,Israel,29.55805,34.948212
2014-03-15 00:00:00,100.0,1033.0,279.006,343.0,2.0,rainy,Eilat,Israel,29.55805,34.948212
2014-03-18 00:00:00,86.0,1027.0,285.954,296.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-03-25 02:00:00,100.0,1023.0,285.927333333,328.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-03-28 17:00:00,52.0,1025.0,292.297333333,25.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-03-30 13:00:00,49.0,1022.0,293.992666667,318.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2014-04-01 17:00:00,64.0,1018.0,291.791,327.0,3.0,rainy,Eilat,Israel,29.55805,34.948212
2014-04-01 19:00:00,70.0,1020.0,289.726333333,340.0,4.0,rainy,Eilat,Israel,29.55805,34.948212
2014-04-02 04:00:00,100.0,1024.0,284.589666667,331.0,2.0,rainy,Eilat,Israel,29.55805,34.948212
2014-04-03 16:00:00,17.0,1014.0,296.69,40.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2014-04-04 06:00:00,78.0,1031.0,288.1625,179.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2014-04-10 06:00:00,78.0,1029.0,289.014,343.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-04-13 17:00:00,60.0,1027.0,290.735,129.0,1.0,cloudy,Eilat,Israel,29.55805,34.948212
2014-04-17 17:00:00,47.0,1022.0,295.824666667,259.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-04-21 01:00:00,96.0,1026.0,288.041666667,290.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-04-27 07:00:00,58.0,1024.0,295.671333333,290.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-04-27 17:00:00,81.0,1024.0,293.203333333,106.0,1.0,rainy,Eilat,Israel,29.55805,34.948212
2014-04-28 03:00:00,67.0,1026.0,292.02,310.0,1.0,rainy,Eilat,Israel,29.55805,34.948212
2014-04-28 15:00:00,38.0,1025.0,297.9395,328.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-04-29 04:00:00,69.0,1027.0,290.586666667,337.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-04-29 09:00:00,46.0,1026.0,297.9215,345.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-04-29 21:00:00,73.0,1025.0,290.991,332.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2014-04-30 12:00:00,37.0,1024.0,299.9925,177.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2014-05-03 02:00:00,79.0,1028.0,288.655333333,341.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2014-05-03 10:00:00,32.0,1027.0,302.296333333,28.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2014-05-03 13:00:00,31.0,1026.0,302.637333333,21.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2014-05-03 21:00:00,56.0,1027.0,293.568,38.0,2.0,cloudy,Eilat,Israel,29.55805,34.948212
2014-05-07 18:00:00,37.0,1006.0,303.82,350.0,5.0,thunderstorm,Eilat,Israel,29.55805,34.948212
2014-05-08 03:00:00,49.0,1007.0,294.15,60.0,4.0,cloudy,Eilat,Israel,29.55805,34.948212
2014-05-08 06:00:00,48.0,1008.0,293.47,60.0,5.0,rainy,Eilat,Israel,29.55805,34.948212
2014-05-15 13:00:00,14.0,1009.0,307.83,40.0,8.0,sunny,Eilat,Israel,29.55805,34.948212
2014-05-19 17:00:00,18.0,1012.0,302.66,350.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2014-05-19 21:00:00,68.0,960.0,292.302,324.0,2.0,cloudy,Eilat,Israel,29.55805,34.948212
2014-05-23 03:00:00,47.0,1009.0,297.66,350.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2014-05-27 15:00:00,42.0,1024.0,300.3655,311.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-05-27 23:00:00,61.0,1022.0,293.28,183.0,0.0,sunny,Eilat,Israel,29.55805,34.948212
2014-05-30 10:00:00,31.0,1024.0,304.574333333,4.0,1.0,sunny,Eilat,Israel,29.55805,34.948212
2014-05-30 20:00:00,52.0,1024.0,295.611333333,353.0,0.0,sunny,Eilat,Israel,29.55805,34.948212
2014-06-01 22:00:00,62.0,958.0,293.994,349.0,3.0,sunny,Eilat,Israel,29.55805,34.948212
2014-06-03 14:00:00,22.0,1016.0,307.982329193,154.0,7.0,sunny,Eilat,Israel,29.55805,34.948212
2014-06-06 06:00:00,50.0,1012.0,297.49,40.0,6.0,foggy,Eilat,Israel,29.55805,34.948212
2014-06-07 01:00:00,50.0,1009.0,297.15,10.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2014-06-07 15:00:00,21.0,1007.0,306.49,50.0,6.0,sunny,Eilat,Israel,29.55805,34.948212
2014-06-11 03:00:00,36.0,1013.0,299.15,30.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2014-06-12 15:00:00,17.0,1005.0,310.83,330.0,4.0,sunny,Eilat,Israel,29.55805,34.948212
2014-06-16 09:00:00,21.0,1012.0,306.13,60.0,7.0,sunny,Eilat,Israel,29.55805,34.948212
2014-06-25 20:00:00,22.0,1007.0,305.68,360.0,5.0,sunny,Eilat,Israel,29.55805,34.948212
2014-06-26 02:00:00,94.0,954.0,289.569,343.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
2014-06-27 00:00:00,80.0,955.0,292.599,357.0,2.0,sunny,Eilat,Israel,29.55805,34.948212
